text,label
đứa hồi bé nấu tranh quên đổ tao cười,2
đỉnh đỉnh thương,1
tích cực . chả quan tâm,0
per tao triệt sản mày,0
", nghén nè hihi",1
quan trọng mày tiền nghèo,0
đừng đi buồn rying_face:,2
ghép tâm vui,1
per hôm chụp kiểu .,0
"per bất hạnh vãi , tao mày đéo niềm vui vui vẻ",2
đôi,0
per cảm ơn . mấy văn hoá tưng,1
hu hu chụp,2
per hồi tam kì . buồn ds,2
gái xinh xinh lạc ngủ . ?,1
tao tài lắm . tài sản mạng què đôi trắng :loudly_khócing_face:,2
bịt loa tao vui,0
"mấy thằng gấu đi đám đông , đừng chen đẩy kiểu bố láo , thằng đẩy tao xơi cùi trỏ đấy ,",0
nóng,0
nữ trai lo lắng,0
cặp phụ yêu .,1
pháp thời gian bình yên,2
ước  tình yêu đẹp < ,1
cưng chết,1
gái hiện . nấu kiểu xong . cháy haha,0
"per đường đi ợ , tô chắn đường chả đi ?",0
khúc cua video nghĩa :rolling_on_the_floor_cườiing:,1
thương . yêu đi ngại .,1
lắm cười,1
đụ mẹ ế đọc tổn thương sâu mẹ sắc buồn,2
coi phim . thương lắm .,1
. haha,1
đa trèo cột điện mái . giải ?,0
yêu,1
tuần học cười,1
"per sợ , hơi cứng cười",1
"phàm đại thiên hạ , vợ . vợ bảo ngược . thành công !",0
per bữa thử mày,0
 thời gian thức đi,0
đội xứng hơi tiếc per,0
cười tiền vui,1
", vote vũ",1
giọng quê tao hã,1
tao ngược . cắt xong thằng trốn trại,2
chúc mừng cp . cố cp .,1
tiếc đời mơ . thực tế vả mặt mày tỉnh buồn,2
thả phẫn nộ xứng thiên thần . dăm yêu đương vớ vẩn . ahuhuhu,2
"quan trọng , quan trọng đéo xác mời kết",2
per đi dô da đen bó,0
tui mệt mỏi sống mệt mỏ,2
"giới sợ ,",2
mấy lớp  viết chữ,0
"đi viện tưng tưng uống , mừng mày viện",1
mấy thương,1
nha . cười,1
tao hic =(,2
tao hao mòn nhan sắc,2
thằng vãi,1
nhạc huyền thoại xe hơi hm,0
# mong chồng thương yêu vợ gia đình ! gia đình vui vẻ hạnh phúc ( tình yêu ),1
kiểu nhắn tình cảm xíu cười,1
per ghê nha haha,1
kí ức tuyệt vời,1
chia buồn pháp,2
tuyệt vời chàng trai,1
đoạn hình khóc,2
đừng bao trò giận dỗi lũ gái cười,0
"per cú tát mặt , đau đi",2
địt mẹ đi ép kính xong tan mẹ kính  mày đấy !,2
"trừ đường biển cấm dừng đỗ đỗ , phố kẻ tô đỗ",0
gia đình giả !,1
đi mua chỗ uy tín,0
"game vui vẻ  trộm tiền bố mẹ đốt tr game , áy náy nick tr gọi thu nhập đầu tiên vui vẻ",1
buồn,2
mua lợn  chục lì xì  nghìn thời gian tốn tiền bạc haha,2
", pg giấy , cười suốt , chửi cười , thời ghê ,  ,  mấy",1
 mấy đi ngủ ? sống hoả hả má,0
hội,2
mặt xinh,1
nắng tàn chả .,2
mua mua haha,0
per nhẫn nhịn lắm . sen tao cứu tao tao đách sợ nha haha,1
"trời , bé gái cưng xỉu . nữ kết hợp sản xuất bé ? cười",1
học rút học buông,1
per đừng tao,0
! vợ giàu tuốt cười,1
sống cười,1
bếp dầu chủ,0
mày gián cửa dám khóc,0
per câu hư cấu giết thời gian buồn lapping_hands:,0
buồn gái kinh,2
per bữa chỗ khóc khoá bình haha,1
đụ mẹ cười vãi trời cười,1
chỗ đứa béo !,1
đọc xong hơi rưng rưng,2
bọn mấy quyền lực vãi,0
"sướng , trung yêu toàn sống . haha toàn richkid cười",1
đẹp  ?,0
"buồn thờ , vô cảm .",2
" nhện sợ hãi ""  ế !"" - nhện said haha",1
"haha , đợi ngủ chút tí buôn cười",1
gái tao buồn,2
minh tu nguyen thuận phạm quan trọng đồng nghiệp hợp phong thuỷ hâhah,1
thơ trải cay nghiệt . cảm giác .,2
"per thời yêu , ghê",1
hi vọng hòa bình triều tiên . godbye ! # per,2
"chủ thương , dòm husky ốm nhom , mắt lờ đờ tội lắm",2
thằng quán bar karaoke tao haha trai ngoan danh cười,1
xinh ngáo yêu cưng cười,1
"tao , tao tiền động lực phấn đấu",1
"cười sống . thân nhạt "" duyên "" vui vẻ",2
"moá , cười đau ruột",1
tưởng đáy,1
thằng mắc cười tao đéo cảm xúc vãi lồn,1
án oan sai chán,2
tao quen hihi,1
đọc bình luận tao ?,0
tình yêu bao mãi mãi . chết héo khà khà,1
đéo thất vọng,0
phim tội ma nữ haha,2
thương đi,2
trung thu tết nhi cớ vi vu,1
per đi haha,1
per quyển sổ nha,1
per hot đi ngực đi đoạn đường ngải cứu cười,0
"kiến to to vị chua , kiến màu tác dụng",0
 câu buồn,2
chi yêu nhắn ngào,1
tao  đi lạc  tuần xong bắt tao  chuột tao ngủ xong hôm đi tiếp buồn tao mong lắm buồn,2
truyện cổ tích niềm sống :rolling_on_the_floor_cườiing:,1
tao chua lè chua loét cười,1
ta hạnh phúc đi suốt chặn đường nà ?,1
tình yêu . tình yêu đánh đổi . gái kỳ lạ chỗ .,0
tui . học . ez vãi,1
ôi cưng cưng,1
", xưa",1
đơn giản thương,1
rủ crush đi admin buồn,2
căng thẳg,2
hồi lớp  lớp tao quỳ sân trường nguyên lớp,0
chân thành giản . yêu mến tình cảm  cụ,1
cố gắng cụ !yêu yêu,0
"tài đôi diễn viên hài :rolling_on_the_floor_cườiing:, khoái niên buồn cười vãi lồn",1
sống đổi thay thay đổi . vuông,0
quy hình thức quảng cáo !,0
vô lý tức . bé chứng kiến bố đâm mặt . dám thương bé .,0
trông thần thái vãi vui vẻ,1
. ta coi  trò đùa,0
mặt lồn tao hồi vãi . ngủ mẹ tao nịnh nọt bắt ngủ tao cười,1
tất vị mày niếm,0
"bây sai , lỗi mẹ ,",2
đau,2
tán gái vãi,1
". quan trọng , quan trọng",0
"trời tưởng , tao cười",1
thua đi . thắng thua .,0
giao lưu tí . bấm mua cười,1
đấy càn . huhu,2
hạnh phúc cười,1
cốt lõi then chốt thúc đẩy phát tiển sách lược tâm tầm .,0
đi nháy mắt,1
per cháu nè,1
hôm tao vương nỏ bắn họa mi đậu cành ngờ phản đame đứt thun dội ngược mặt tao,2
cưng xỉu ~?,1
đằng hòa bật .,0
cười sướng hưởng mảnh đời bất hạnh nguối mặt thẹn gấp ,2
per nít ta . thơ xuân nợ ta :loudly_khócing_face:,2
"đấy , sale tao , tao bao nỗi đau hàng : ",1
bé xinh ghê,1
kaka mặt kìa,1
per nhiên hơi thất đức,0
kết bọn,0
mai ban nhung hic :loudly_khócing_face:,2
hoàng thượng mặc áo đầu sợ,0
tao chả bao,0
bao yêu yêu mẹ tất,1
hai học nghiêm túc ghê cười,1
mấy đứa chân ngắn,2
tao quì,0
phim nghĩa lắm,1
"ảnh đẹp lắm , khổ đẹp thương",0
yêu,1
tồn đứa gái ?,0
"ê tao mấy linh tinh cảm giác hoài niệm , mẹ tao bắt tao vứt buồn rying_face:",2
ảnh đẹp yêu,1
"tui tiếc mấy ly trà sữa , tội mấy lao công dọn dẹp chán",2
thương vui quáyêu yêu,1
giốg . nhưg ta hình . đầu ảo tưởg tỉnh đi gái,2
ngu tao đơn phương cạnh  mặc bàn tao suốt mấy  buồn,2
thương mấy tao kiềm thả haha,1
mai ta đi học mai tao đi du lịch ố la la cười,1
mát lồng lộng mày,1
mưa lắm giời ngủ khoẻ .,0
bao nhiêu ? cười,0
ta,2
tao bổ sung,0
sinh ban giám khảo,1
buồn thịt vợ thang thằng thịt vợ tưong lai,2
giật khô buồn,2
đéo thương buồn,2
"per chồng đi , hài lắm",1
chạy đi sợ hãi bọn chủ tịch giả * coi tụi bay kết đấy .,0
trở đi đéo tiếp xúc,2
"per suy , sợ điện giật , .",0
"shop đồng giá  aeon nè , tê dái",1
buồn trời đổ mưa buồn,2
khúc rớt điện thoại hả . thất vọng,0
tao mọc lông chân buồn,2
tao đu thìa bố tao chửi tao . bố tao bảo mày đu thìa .,2
mua thuốc thú  sức bám,0
"tao nằm mơ mèo , tao tưởng khóc mơ lẫn đời . thể .",2
giá giận vui vẻ,2
"chân ta chân đi đứt dây chằng , nằm chỗ đợi mổ mày . đồng cảm vãi",2
"giúp , thương",2
hình ảnh đẹp . chúc mãi hạnh phúc sống yêu,1
cắt gọn gàng thoáng mát auto đẹp trai,0
"thể xương mày giòn , xuất viện bổ sug canxi",0
per  trầm trồ,0
lỗi mày tao đọc buồn cười,1
trải bể dâu . trông đau đớn,2
tui thằng châu phi kia tiền,0
chán mấy niên .,2
trẻ,0
per thằng tao bắn họa mi hót,1
"hôm đi grab đẹp trai , thơm phức nè . gái hứng thú hem ?",1
đẹp yêu,1
cười trường hợp ? xe lắm cụ,0
per dăm nhện cười,0
chân khúc tao nhảy kiểu ? thương,0
 bố mẹ  tỷ đố tiêu vặt  lám bồ đi giao hàng,0
"hôm lo đọc chép kịp , giáo bắt phạt đánh đòn hai đứa . í trường , !",2
tao gửi ngã tư đồng đội đi vãi,0
định mệnh tao quên áo mưa,2
chia buồn dân đất pháp,2
per mày trò lợi hại nè áp dụng huhu,1
per cười bù nhũng ta,2
ôi gu ! phim đóng ha,1
"hệt , may mắn quyết trốn nợ tận",2
"ước mẹ . đợi mấy bóng dáng , mong sống .",2
chất mềm não ?,0
cạo lông ta lông ngăn,0
"tàu trật bánh , buồn",2
per giải pháp thiết kế cười,1
buồn cực,2
per may cười,1
đợi họp lớp đi mệt,2
tao trai đầu tóc gọn gàng vãi_chưởng ngốc,1
"hành động đẹp , đằng tiệt kiệm cười ",1
ước,1
per mệt mấy,2
tóm đỗ đỗ gọi công an . quyền,0
"mẹ tao giúp tao giấy khai sinh . mẹ "" mày sinh mấy mẹ ""thất vọng",2
tình bình .,0
bao nhiêu tình cảm thể viết dòng .,2
mệt mõi :buồn_but_relieved_face:,2
thử thú haha .,1
chăm sóc bao đẹp ><,1
móng tóc thời gian mọc chim mọc ta,2
tuyệt,1
quán net đỡ .vui,2
bé tí múi cười,1
nín ? khóc,0
"chẳng hài tao buồn cười , thần kinh vấn đề",1
chuẩn can chinh,1
đồng hồ giá bao nhiêu,0
cụ í đỗ sai báo quyền,0
tao kính thuỷ lực bao .,0
dăm kỉu hồi tao đốt chấy sướng,1
cưng,1
per,1
tao ước đừng quỳ tím đem thử nghiệm . buồn,2
thính thơm,0
ôi đừng buồn,2
nới thuyết phục,1
tao xò lông bánh bèo tao mắc ói . tao,0
thể yêu mày cười,0
per ối quà sinh nhật,1
page live stream đồ ghê,1
đi trồng  ha chăm sóc núc bơm chết,0
tỉnh táo,0
per dắt bé đi ? :loudly_khócing_face:,0
"thâ ̣ tao thi ̀ nê ́   thă ̀ trai no ́ yêu mày va ̀ coi tro ̣ mày , câ ̀ mày thi ̀ mày ́ ́  thai thê ́ na ̀  no ́ cu ̃ chi ̣  đươ ̣ va ̀ ́ gă ́ la ̀ mày mày vui thương",1
phim tiếp tục,1
đi avenger  nóng nốt chiều mai mưa hehe,1
tí muối,0
tất . mỏi mệt cười hạnh phúc,1
duyên,1
đừng trách vô tình vô tâm,0
"chờ đi  coi  tình cờ haha tao , tao xưa . buồn cười vui",1
", tranh cãi , . cấm đỗ , đỗ thức",0
khóc vãi :loudly_khócing_face:,2
vui mừng vợ sinh hạ bé  tuần,1
. đỡ mệt,1
gv tâm vãi haha,1
cầu mong sống yêu yêu,1
"bè han , nhắn . hồi ảo tưởng lắm , trẻ trâu :rolling_on_the_floor_cườiing:",0
khớp vãi cười mặt bé,1
mạng nhện đóng kín,0
vui,1
"tao lao màn hình , tâm tỉnh lao .",1
"sinh , gái , trai ước đẻ , đứa tranh vợ haha",0
cưng xĩu vui,1
"cảnh mặc áo cảm xuân , ngứa gãi kiểu haha",1
xác kịp phá . thèm ứ chán,2
video công nghĩa . video thơ cực đấy,1
tao ghê . tao tao mày,1
hiện cảm hạnh phúc môi trường toàn lầy .,1
mỹ gọn dứt khoát,1
khúc cười lộn ruột,1
mặt mèo giải trí,1
giận ?,1
đơn buồn,2
"xe đỗ cửa hình thớt hoàn toàn cảm giác , .",0
"ước bos chân , tao bos khí chất cười",2
xong tao khóc,2
ha ha yêu yêu chất lắm,1
đậu . tao mê giọng hòa phú yên . ấn tượng sâu sắc .,1
tao xong ta hứng thú lượn,2
nắm già bao giông bão trẻ . mấy bão giông ?,1
quan trọng per độ game cười thể trợ giúp team haha,1
tồi tệ học nửa vời chã,2
màn hình xấu,0
câu . vụ thang máy,0
"đi , vội thang sảnh tầm  ngắm gái xinh tòa haha .",1
công an nhân dân việt nam cảm ơn đẹp vanew,1
per hôm sinh nhật . ngon vãi,1
hơi fail  chút năng khiếu chừng ca sĩ đừng đùa,0
gương xáng cháu noi cười,1
"chia sẻ , haha",1
áp dụng cười,1
ảnh rắn yêu vãi cười,1
per đứa qcao vãi .,1
trai . thằng cắt tóc cạo râu auto đẹp trai,1
. phũ  chó haha,2
đi niềm,2
thông minh lắm,1
đề nghị trật rạp phim !,0
tao đi tiền động lực mày vui cười tao chia xong . cắm mặt mua sắm du lịch cười,0
tao mèo xinh,1
cắn phát thành spider man haha,1
bếp ga hj hj :rolling_on_the_floor_cườiing:,1
bình phục,0
thằng vãi cười,1
"sinh nhật âm dương mẹ gọi điện , ngoại  , ruột haha",1
quan trọng thương,0
mặt hoang thương haha yêu yêu,1
hỡi gian tình chi đôi lứa nguyện thề sống chết ? vui,0
per bất nghờ bốc cháy,0
chuẩn vui,1
haha đợi chia,0
mấy dở,0
thể giàu vật chất hạnh phúc giàu nhìu yêu yêu,0
"per đi vui xẩy , trừ cười",1
đỗ vỉa hè giáp cửa hàng . vỉa hè rộng kia .?,0
cảm sợ mấy suy cổ hủ buồn,2
bò cười cười,1
per đỡ chán đi,0
buông . khứ xoá đi .,2
thông minh vãi,1
gửi đứa yêu,0
đi  sợ ma lo lắng,0
chả admin bao nhiêu xiền pr,0
đi  hai nội dung  . thử  !,1
", mắt nộp phạt , xe thu đồn",0
hóa nguy trầm cảm tao lắm,2
mày giận tao hả bố mày đi game . tối dỗ . chờ mãi câu giận mày cười,1
đừng đùa,0
lỡ huhu,2
xưa,0
bình tĩnh vãi_chưởng cười,1
thạ tim đùa tao yêu mặt ôm đầu vl xinh,1
yêu chọc dỗi phát ta . yêu hihi,2
ngáo cáo ?,0
mấy gà lừa đéo .,0
chút mua . hehe,1
tạm biệt ánh đời tao,2
học sấp mặt,2
quan trọng . quan trọng nghiệp cười,1
chó hình lông ? chó lông rụng . huhu,2
sống . đấy truyện ngoái,2
thương,1
"vãi phí , .  tỷ mệt mỏ",2
giận mệt kinh đằng mày lỗi tao,0
móng bố tao . hồi bây cắt lý . sức khoẻ .,2
nín đi . ngủ mẹ đi đêm chông cười,1
thiì trọn vẹn,2
gian tình chi cười,0
per ta vẩn xài .,1
per mua mộc bờ sông ghê . li đặc biệt . dm,0
moá cưng ?,1
dấu hiện trưởng thành cười,1
phim xách đi :rolling_on_the_floor_cườiing:,1
cười tắt thở haha,1
đấy đứa trai trở thành huynh đệ,0
per lẽ kím trai tập gym buồn onfounded_face:,2
per huhu đấy thực tập buồn,2
chất . haha,1
"ốm , mát hihi",0
vị cũg thử thử cảm vị,0
"per ce thể , ly :rolling_on_the_floor_cườiing:",0
giết đẻ trứng,0
yêu chết dược yêu,1
"thằng kế lớp  vàng học dốt , bình ,   , mồi kiếm  - ",1
tao nấu quên . xác định tối đói buồn,2
ngưỡn mộ chi lắm ôi . yêu yêu,1
haha kìa .,1
yêu lắm cười,0
trẻ ! thể tiếng chó kêu hành động cứu vớt . khen . trẻ nhân .,1
per thành công nha per nha,1
:rolling_on_the_floor_cườiing: lau mặt quần chíp vợ ?,1
ngầu lắm hapy,1
thực nhập input :,1
dăm hẹn hò ho hihi thi thoảng dăm thương tóm giải trí đỡ buồn thương,1
tui tưởng tiếng việt,0
má yêu dạy ?,1
per đẳng,0
"mày crush tao , thuỷ triều đéo sợ haha",1
khổ thân vãi cười xong lườm cười,2
học sinh mấy phụ huynh yên tâm . yêu,0
trời sập cười gấp lắm chờ :rolling_on_the_floor_cườiing:,1
cưng thiệt ?,1
"màu lạ , kết hợp hài hòa đẹp",0
"iq xíu đi mấy má , ta mô tả tình yêu ta",0
hình ảnh bos vợ vợ tr vực,0
bố  vĩ đại,1
hôm lỗi hôm . thể kiểm soát não im lặng,2
per chạy phọt dắm quần per,1
nỡ khiển trách . họp kiểm . tội .,2
khổ nhân viên,2
per ê đi phim lắm,1
tao nổi  tỏ thân thiết quan tâm . _ .,2
đéo dám ngẩng đầu,2
định vợ ?,0
gia vị buồn vị đắng chua sót cười,2
duyên phận . đau !,2
per hôm thằng,0
mua trăm cá xấu thả vui,1
buồn cầu chúa ơn ban bình an kém may mắn,2
vướn víu,0
"trượt , rủ buồn",2
az hm mặt cưng xĩu,1
tao cười,1
"phơi lúa xong mưa , tao cười béo ngậm mồm .",1
